,PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,12,5,7,4.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,25,19,6,8.9,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,33.3,0.2,66.7,0.0,0.0,0.0,16.7,0.0,0.0
2,AJ Griffin,ATL,52,24,28,20.6,2.9,0.9,1.7,51.1,0.3,0.4,85.0,2.1,72.4,0.7,25.0,0.1,4.6,0.2,6.6,0.2,6.6
3,Aaron Gordon,DEN,49,35,14,30.3,3.3,0.9,1.5,58.3,0.7,1.2,58.6,2.5,76.5,0.9,25.9,0.3,8.0,0.3,9.3,0.6,17.3
4,Aaron Holiday,ATL,48,25,23,14.9,3.4,0.6,1.3,42.9,0.2,0.3,75.0,1.4,40.6,1.6,47.3,0.3,7.9,0.2,6.7,0.1,3.6
5,Aaron Nesmith,IND,50,21,29,24.2,3.9,0.8,1.7,44.7,0.4,0.5,84.6,2.0,51.0,1.5,38.3,0.3,8.2,0.3,8.2,0.3,6.6
6,Aaron Wiggins,OKC,44,24,20,18.7,3.1,0.6,1.2,48.1,0.2,0.3,75.0,1.4,45.9,1.3,42.2,0.3,11.1,0.3,8.1,0.1,4.4
7,Admiral Schofield,ORL,27,11,16,13.0,0.8,0.3,0.6,60.0,0.2,0.2,100.0,0.9,113.6,0.1,9.1,0.0,0.0,0.0,4.5,0.1,13.6
8,Al Horford,BOS,43,30,13,30.8,1.5,0.3,0.5,59.1,0.0,0.1,50.0,0.7,44.4,0.8,57.1,0.2,12.7,0.0,0.0,0.0,3.2
9,Alec Burks,DET,43,12,31,22.0,4.8,1.1,2.1,51.1,0.9,1.2,74.0,3.3,67.6,1.7,35.3,0.4,8.7,0.2,4.8,0.6,12.1
10,Aleksej Pokusevski,OKC,31,15,16,21.9,2.8,0.4,1.2,34.2,0.2,0.3,70.0,1.1,38.4,1.1,39.5,0.2,8.1,0.2,7.0,0.2,5.8
11,Alex Caruso,CHI,46,19,27,24.3,2.6,0.2,0.7,36.7,0.3,0.3,93.8,0.8,31.9,1.4,54.6,0.4,15.1,0.2,9.2,0.2,6.7
12,Alex Len,SAC,13,8,5,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Alize Johnson,SAS,4,1,3,7.4,1.0,0.3,0.3,100.0,0.0,0.0,0.0,0.5,50.0,0.5,50.0,0.3,25.0,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,51,10,41,28.3,4.2,1.1,1.9,57.6,0.6,0.9,75.0,3.0,71.2,1.4,34.0,0.4,9.3,0.3,7.0,0.4,10.2
16,Amir Coffey,LAC,39,20,19,14.6,2.6,0.6,1.4,41.8,0.5,0.6,79.2,1.7,64.7,0.7,28.4,0.2,6.9,0.1,4.9,0.3,11.8
17,Andre Drummond,CHI,42,19,23,13.0,0.3,0.1,0.2,37.5,0.0,0.0,100.0,0.2,66.7,0.0,16.7,0.0,8.3,0.0,8.3,0.0,8.3
18,Andre Iguodala,GSW,2,0,2,12.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.5,50.0,0.0,0.0
19,Andrew Nembhard,IND,50,22,28,27.4,6.7,1.0,2.4,40.3,0.2,0.2,75.0,2.1,32.1,3.5,53.2,0.8,12.6,0.4,5.4,0.1,1.8
20,Andrew Wiggins,GSW,34,17,17,32.1,4.8,0.6,1.9,34.9,0.3,0.4,71.4,1.6,33.3,2.1,44.4,0.5,11.1,0.4,8.6,0.2,4.3
21,Anfernee Simons,POR,54,26,28,35.9,8.9,2.4,4.4,53.6,0.8,0.9,91.3,5.6,63.2,3.4,38.0,0.8,8.9,0.5,5.6,0.4,4.8
22,Anthony Davis,LAL,32,14,18,33.5,2.2,0.8,1.5,51.0,0.3,0.4,66.7,2.0,88.7,0.4,16.9,0.1,4.2,0.1,5.6,0.2,8.5
23,Anthony Edwards,MIN,59,30,29,36.2,12.3,3.5,6.6,53.5,1.9,2.4,78.9,9.2,74.6,3.3,26.8,0.8,6.9,0.9,7.6,1.2,9.8
24,Anthony Gill,WAS,38,15,23,10.4,0.7,0.1,0.3,45.5,0.2,0.2,75.0,0.4,64.0,0.2,36.0,0.1,8.0,0.0,4.0,0.1,16.0
25,Anthony Lamb,GSW,41,22,19,19.2,1.8,0.3,0.4,76.5,0.1,0.1,83.3,0.8,47.2,1.0,58.3,0.1,8.3,0.1,8.3,0.1,4.2
26,Austin Reaves,LAL,38,17,21,28.2,5.1,1.0,1.8,57.4,0.9,1.1,85.7,3.2,63.2,2.1,40.9,0.4,7.8,0.4,8.8,0.6,10.9
27,Austin Rivers,MIN,44,22,22,21.1,3.7,0.8,1.3,57.6,0.4,0.5,90.0,2.0,55.2,1.9,51.5,0.4,11.0,0.2,4.9,0.2,6.1
28,Ayo Dosunmu,CHI,52,25,27,28.0,5.2,1.3,2.1,62.4,0.3,0.4,75.0,2.9,56.7,2.3,45.5,0.5,10.4,0.4,8.2,0.2,3.7
29,Bam Adebayo,MIA,51,28,23,35.2,5.4,1.6,3.1,51.6,1.0,1.2,88.3,4.3,80.3,1.2,21.5,0.1,2.2,0.3,5.5,0.6,10.9
30,Ben Simmons,BKN,39,23,16,27.1,3.7,0.8,1.5,53.3,0.2,0.3,58.3,1.8,49.3,1.7,45.1,0.3,8.3,0.2,5.6,0.2,4.9
31,Bennedict Mathurin,IND,57,25,32,28.2,7.5,2.0,4.4,44.6,1.9,2.2,85.0,6.1,80.5,1.2,16.5,0.2,2.8,0.6,7.4,1.1,14.9
32,Bismack Biyombo,PHX,45,25,20,14.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,24,16,8,13.4,0.4,0.0,0.1,33.3,0.0,0.1,0.0,0.1,30.0,0.1,20.0,0.0,0.0,0.1,20.0,0.0,10.0
34,Blake Wesley,SAS,11,2,9,13.4,3.5,0.5,1.5,35.3,0.1,0.2,50.0,1.2,33.3,1.6,46.2,0.2,5.1,0.2,5.1,0.1,2.6
35,Boban Marjanovic,HOU,17,1,16,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,47,30,17,26.8,2.0,0.7,1.2,56.9,0.2,0.3,91.7,1.7,83.0,0.4,21.3,0.2,8.5,0.2,8.5,0.1,6.4
37,Bogdan Bogdanovic,ATL,31,15,16,30.1,6.1,1.6,2.9,54.9,0.5,0.6,88.9,3.8,61.6,2.5,41.1,0.5,8.9,0.3,4.7,0.3,4.7
38,Bojan Bogdanovic,DET,53,15,38,31.9,8.7,2.4,4.3,55.2,1.2,1.3,85.9,6.1,69.5,2.8,32.0,0.8,9.1,0.6,6.5,0.7,7.8
39,Bol Bol,ORL,51,20,31,23.6,3.4,1.1,1.9,55.7,0.5,0.6,71.9,2.6,76.4,0.8,23.0,0.2,5.7,0.3,9.8,0.3,9.2
40,Bones Hyland,LAC,42,28,14,19.5,6.4,1.0,2.9,35.8,0.8,0.9,91.7,3.0,46.4,2.2,34.5,0.6,9.7,0.5,8.6,0.4,6.7
41,Bradley Beal,WAS,32,17,15,32.8,14.1,3.7,6.3,58.1,1.6,1.9,83.3,9.2,65.3,5.4,38.5,1.4,9.7,0.8,5.8,0.9,6.6
42,Brandon Boston Jr.,LAC,20,7,13,12.2,3.9,0.8,2.3,35.6,0.7,0.9,76.5,2.2,57.1,1.0,24.7,0.3,6.5,0.2,5.2,0.4,10.4
43,Brandon Clarke,MEM,49,28,21,19.7,1.0,0.3,0.5,52.0,0.2,0.2,75.0,0.8,76.0,0.2,20.0,0.0,4.0,0.1,12.0,0.1,12.0
44,Brandon Ingram,NOP,22,11,11,32.1,13.1,3.3,6.2,53.7,2.3,2.6,86.2,9.2,70.2,4.0,30.8,1.2,9.0,1.0,7.3,1.3,10.0
45,Braxton Key,DET,3,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,55,38,17,30.4,0.8,0.3,0.5,60.0,0.1,0.1,83.3,0.8,95.6,0.1,13.3,0.0,4.4,0.1,13.3,0.1,6.7
47,Bruce Brown,DEN,55,38,17,28.7,6.0,1.2,2.7,44.3,0.3,0.5,73.1,2.8,47.1,2.5,42.3,0.7,11.5,0.5,7.6,0.2,3.9
48,Bruno Fernando,ATL,31,9,22,11.7,0.4,0.0,0.2,16.7,0.1,0.1,50.0,0.1,30.8,0.1,23.1,0.1,15.4,0.0,7.7,0.1,15.4
49,Bryce McGowens,CHA,23,6,17,14.2,2.3,0.4,1.3,31.0,0.3,0.3,100.0,1.2,52.8,0.7,32.1,0.3,13.2,0.2,7.5,0.1,5.7
50,Bryn Forbes,MIN,25,9,16,10.7,1.5,0.3,0.8,38.1,0.3,0.3,100.0,1.0,68.4,0.4,26.3,0.0,2.6,0.1,5.3,0.2,10.5
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,57,25,32,32.2,6.3,1.1,2.4,44.6,0.3,0.3,88.9,2.5,39.3,3.0,48.2,0.5,8.6,0.4,7.0,0.2,2.5
53,CJ McCollum,NOP,51,26,25,35.0,12.5,2.7,5.5,49.1,1.0,1.2,81.7,6.5,52.1,5.2,41.3,1.5,12.2,0.8,6.6,0.6,4.7
54,Cade Cunningham,DET,12,3,9,33.3,16.6,3.8,8.0,46.9,2.2,2.5,86.7,9.8,59.3,5.5,33.2,1.5,9.0,1.3,7.5,1.3,7.5
55,Caleb Houstan,ORL,32,11,21,16.4,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,40.0,0.2,60.0,0.1,20.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,46,25,21,30.4,3.2,0.6,1.3,44.1,0.3,0.4,80.0,1.5,48.3,1.3,40.0,0.3,9.0,0.3,9.7,0.2,6.9
57,Cam Reddish,POR,21,9,12,21.7,4.0,1.1,2.2,50.0,0.3,0.4,75.0,2.6,66.3,1.2,31.3,0.0,1.2,0.2,4.8,0.2,4.8
58,Cam Thomas,BKN,38,24,14,16.3,7.1,1.6,3.4,46.9,1.1,1.3,84.0,4.5,63.4,2.4,34.7,0.5,7.5,0.5,6.7,0.7,9.3
59,Cameron Johnson,BKN,17,13,4,25.3,2.7,0.7,1.3,54.5,0.3,0.4,83.3,1.9,69.6,0.9,34.8,0.2,8.7,0.2,6.5,0.2,6.5
60,Cameron Payne,PHX,28,15,13,24.0,8.6,2.0,4.7,43.2,0.8,1.1,70.0,4.9,57.1,2.9,33.3,0.9,10.0,0.4,5.0,0.5,6.3
61,Caris LeVert,CLE,52,31,21,30.8,10.5,1.9,4.5,43.0,0.9,1.2,74.6,4.9,46.8,4.5,42.8,1.5,14.3,0.6,5.3,0.6,5.7
62,Cedi Osman,CLE,56,35,21,21.3,2.9,0.6,1.3,44.3,0.3,0.4,63.6,1.4,49.1,1.1,39.1,0.3,10.6,0.2,6.8,0.2,6.8
63,Charles Bassey,SAS,24,5,19,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
64,Chima Moneke,SAC,2,1,1,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0
65,Chimezie Metu,SAC,42,24,18,10.9,0.6,0.1,0.2,37.5,0.0,0.0,50.0,0.2,29.2,0.2,37.5,0.0,4.2,0.1,12.5,0.0,4.2
66,Chris Boucher,TOR,51,24,27,20.8,0.7,0.1,0.4,36.8,0.2,0.2,91.7,0.5,72.2,0.2,27.8,0.1,8.3,0.0,2.8,0.1,16.7
67,Chris Duarte,IND,34,13,21,19.3,4.1,0.7,1.5,46.2,0.7,0.9,83.3,2.2,53.2,1.7,41.7,0.6,14.4,0.3,6.5,0.4,10.8
68,Chris Paul,PHX,37,19,18,31.8,9.6,1.9,3.8,50.7,0.4,0.5,77.8,4.3,44.5,4.9,51.0,1.3,13.8,0.4,4.5,0.2,2.5
69,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,51,35,16,14.8,1.8,0.4,0.8,47.5,0.2,0.3,64.3,0.9,52.2,0.7,41.1,0.2,11.1,0.1,6.7,0.1,7.8
71,Christian Koloko,TOR,45,21,24,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Wood,DAL,45,26,19,28.1,3.6,1.1,2.0,56.2,0.7,0.9,82.1,3.1,84.1,0.8,22.6,0.2,6.7,0.2,6.7,0.4,11.6
73,Chuma Okeke,ORL,18,5,13,21.8,2.3,0.3,0.7,38.5,0.3,0.3,100.0,0.9,41.5,1.3,56.1,0.3,12.2,0.1,4.9,0.2,7.3
74,Clint Capela,ATL,40,22,18,26.8,0.2,0.1,0.2,33.3,0.0,0.1,50.0,0.1,62.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5
75,Coby White,CHI,46,22,24,21.8,4.5,0.7,1.5,49.3,0.3,0.4,83.3,1.8,40.0,2.4,54.1,0.5,12.2,0.2,4.9,0.2,4.4
76,Cody Martin,CHA,7,2,5,19.1,3.6,0.7,1.6,45.5,0.1,0.1,100.0,1.9,52.0,1.7,48.0,0.4,12.0,0.3,8.0,0.1,4.0
77,Cole Anthony,ORL,38,18,20,25.2,8.0,1.9,3.5,53.4,1.3,1.4,92.5,5.2,64.8,3.1,39.1,0.8,10.5,0.5,6.3,0.7,8.9
78,Cole Swider,LAL,6,1,5,6.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Collin Sexton,UTA,44,23,21,24.2,9.7,2.4,4.5,52.8,1.9,2.3,81.6,6.9,71.6,2.9,29.6,0.9,8.9,0.7,7.3,1.2,12.2
80,Corey Kispert,WAS,46,21,25,27.4,1.8,0.4,0.8,48.6,0.3,0.3,86.7,1.1,61.0,0.7,36.6,0.2,11.0,0.1,6.1,0.2,8.5
81,Cory Joseph,DET,38,10,28,15.8,3.9,0.6,1.3,45.1,0.4,0.5,77.8,1.6,40.9,2.0,50.3,0.7,18.8,0.3,6.7,0.2,6.0
82,D'Angelo Russell,LAL,54,27,27,32.9,7.0,1.5,2.9,52.9,1.1,1.4,81.6,4.3,61.6,2.8,39.5,0.8,11.3,0.5,6.6,0.7,10.0
83,Daishen Nix,HOU,41,11,30,15.5,3.7,0.3,0.9,38.9,0.3,0.4,77.8,1.0,28.1,2.2,58.2,0.3,7.2,0.4,9.8,0.2,5.9
84,Dalano Banton,TOR,24,12,12,9.7,1.9,0.1,0.7,17.6,0.2,0.3,83.3,0.5,23.9,0.9,45.7,0.1,6.5,0.1,6.5,0.1,6.5
85,Dalen Terry,CHI,19,10,9,3.3,0.6,0.1,0.3,33.3,0.2,0.2,75.0,0.4,63.6,0.1,18.2,0.0,0.0,0.1,9.1,0.1,18.2
86,Damian Jones,UTA,22,6,16,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0
87,Damian Lillard,POR,44,22,22,36.2,15.7,3.8,6.4,58.3,3.1,3.4,92.6,11.0,70.2,6.2,39.5,1.6,10.4,1.0,6.4,1.7,10.7
88,Damion Lee,PHX,58,31,27,22.3,4.3,0.7,1.7,43.0,0.3,0.4,86.4,1.8,42.5,1.9,44.1,0.4,8.5,0.3,6.9,0.2,4.5
89,Daniel Gafford,WAS,52,23,29,18.4,0.4,0.2,0.2,83.3,0.2,0.2,80.0,0.6,131.8,0.0,9.1,0.0,0.0,0.0,9.1,0.1,22.7
90,Daniel Theis,IND,5,1,4,14.2,1.0,0.4,0.4,100.0,0.0,0.4,0.0,0.8,80.0,0.2,20.0,0.0,0.0,0.2,20.0,0.2,20.0
91,Danny Green,HOU,3,1,2,14.5,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
92,Danuel House Jr.,PHI,36,23,13,15.1,1.6,0.3,0.5,61.1,0.2,0.2,100.0,0.8,48.3,0.9,56.9,0.2,12.1,0.1,3.4,0.1,5.2
93,Dario Saric,OKC,37,17,20,14.4,2.0,0.3,0.9,30.3,0.2,0.3,75.0,0.9,43.8,0.6,31.5,0.3,13.7,0.2,11.0,0.2,8.2
94,Darius Bazley,PHX,36,16,20,15.4,2.3,0.4,0.9,39.4,0.5,1.0,52.8,1.3,56.8,0.5,23.5,0.1,3.7,0.2,8.6,0.5,22.2
95,Darius Days,HOU,1,0,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Darius Garland,CLE,48,26,22,35.1,17.3,3.3,6.5,50.3,1.8,2.1,86.3,8.6,49.9,8.0,46.6,2.7,15.4,1.1,6.4,1.1,6.3
97,David Duke Jr.,BKN,15,7,8,9.1,3.3,0.9,1.6,54.2,0.1,0.1,50.0,1.8,55.1,1.2,36.7,0.3,10.2,0.3,10.2,0.1,2.0
98,David Roddy,MEM,46,29,17,17.8,2.2,0.6,1.3,46.8,0.2,0.3,66.7,1.5,67.3,0.5,20.8,0.1,5.0,0.2,9.9,0.2,6.9
99,Davion Mitchell,SAC,54,30,24,18.1,4.9,0.8,1.5,53.8,0.1,0.1,71.4,1.7,35.1,2.9,58.9,0.6,11.3,0.4,7.5,0.1,1.5
100,Davis Bertans,DAL,34,17,17,10.6,0.4,0.1,0.1,66.7,0.0,0.0,0.0,0.1,35.7,0.3,71.4,0.1,21.4,0.0,0.0,0.0,0.0
101,Davon Reed,LAL,35,23,12,9.0,1.4,0.1,0.4,21.4,0.3,0.3,75.0,0.4,30.6,0.6,44.9,0.1,6.1,0.1,10.2,0.2,12.2
102,Day'Ron Sharpe,BKN,30,16,14,10.3,0.2,0.0,0.1,25.0,0.0,0.0,0.0,0.1,28.6,0.0,14.3,0.0,0.0,0.1,28.6,0.0,0.0
103,De'Aaron Fox,SAC,50,30,20,33.8,15.5,4.4,7.6,58.0,2.5,3.1,79.0,11.6,75.2,4.9,31.8,1.1,7.4,1.0,6.2,1.6,10.3
104,De'Andre Hunter,ATL,46,26,20,32.0,5.7,1.4,3.3,41.7,1.0,1.1,88.0,3.8,66.2,1.3,22.8,0.3,4.9,0.3,5.7,0.6,9.9
105,De'Anthony Melton,PHI,51,33,18,28.8,4.9,0.8,1.8,44.7,0.2,0.2,66.7,1.8,37.2,2.6,53.6,0.5,11.2,0.2,4.4,0.1,2.4
106,DeAndre Jordan,DEN,33,20,13,14.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,DeMar DeRozan,CHI,50,24,26,36.2,12.2,3.5,5.9,58.6,2.5,2.8,88.6,9.9,81.1,3.9,32.3,0.9,7.6,0.6,4.8,1.4,11.3
108,Dean Wade,CLE,28,20,8,23.1,1.7,0.2,0.6,29.4,0.4,0.5,71.4,0.8,43.8,0.6,37.5,0.2,12.5,0.2,10.4,0.3,14.6
109,Deandre Ayton,PHX,49,23,26,30.0,0.4,0.1,0.2,25.0,0.0,0.1,33.3,0.2,36.4,0.0,9.1,0.0,4.5,0.1,22.7,0.1,13.6
110,Dejounte Murray,ATL,51,26,25,36.6,11.8,2.7,5.9,46.2,1.0,1.2,81.7,6.6,56.0,4.2,35.6,1.1,9.6,0.8,6.8,0.6,5.0
111,Delon Wright,WAS,25,16,9,22.0,5.0,0.8,1.9,43.8,0.4,0.4,100.0,2.2,42.9,2.5,50.0,0.7,13.5,0.3,5.6,0.2,4.0
112,Deni Avdija,WAS,52,24,28,26.4,4.3,1.0,1.9,53.1,0.6,0.9,68.1,2.7,63.2,1.6,36.8,0.4,10.3,0.2,4.5,0.5,10.8
113,Dennis Schroder,LAL,43,21,22,30.2,8.8,1.7,3.6,45.5,1.3,1.5,88.9,4.8,54.6,3.5,40.3,1.1,12.7,0.5,6.1,0.7,8.5
114,Dennis Smith Jr.,CHA,35,9,26,24.8,8.7,1.7,3.4,49.2,0.5,0.6,72.7,3.8,43.8,4.4,50.0,1.2,13.7,0.5,5.9,0.3,3.6
115,Deonte Burton,SAC,2,1,1,3.3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
117,Derrick Jones Jr.,CHI,43,17,26,15.4,0.4,0.1,0.2,66.7,0.1,0.1,66.7,0.4,94.7,0.1,15.8,0.0,10.5,0.0,10.5,0.1,21.1
118,Derrick Rose,NYK,26,11,15,12.9,4.7,1.1,2.5,43.8,0.2,0.2,100.0,2.4,51.2,1.9,39.8,0.6,12.2,0.2,3.3,0.1,2.4
119,Derrick White,BOS,56,40,16,27.3,5.4,1.2,2.3,53.1,0.5,0.5,86.7,3.0,55.8,2.5,45.5,0.7,12.9,0.2,4.3,0.3,5.3
120,Desmond Bane,MEM,33,21,12,31.1,8.2,2.0,4.4,45.5,1.1,1.2,90.2,5.3,64.0,2.2,27.2,0.7,8.5,0.8,9.2,0.6,7.7
121,Devin Booker,PHX,31,20,11,34.0,12.4,3.1,6.0,52.2,1.9,2.3,85.7,8.5,68.1,4.3,34.5,1.3,10.1,0.7,5.5,1.1,9.1
122,Devin Vassell,SAS,29,8,21,31.3,9.1,1.4,3.6,40.4,0.9,1.1,81.3,3.9,42.8,4.3,47.3,1.0,11.4,0.4,4.5,0.6,6.1
123,Devon Dotson,WAS,6,1,5,8.9,3.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,73.7,0.7,21.1,0.2,5.3,0.0,0.0
124,Devonte' Graham,SAS,54,27,27,15.7,2.2,0.2,0.5,33.3,0.3,0.4,62.5,0.7,29.8,1.4,64.5,0.3,13.2,0.0,1.7,0.2,9.9
125,Dewayne Dedmon,MIA,30,17,13,11.7,0.3,0.2,0.2,100.0,0.1,0.1,75.0,0.4,162.5,0.0,12.5,0.0,0.0,0.0,0.0,0.1,25.0
