,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
0,A.J. Lawson,DAL,12,5,7,4.2,2.0,0.0,0.0,1.3,41.7,0.0,0.0,0.2,100.0,0.0,0.0,0.0,0.0,57.5
1,AJ Green,MIL,24,18,6,9.1,4.4,0.1,100.0,3.0,44.4,1.0,38.5,0.3,75.0,0.0,0.0,0.0,0.0,60.7
2,AJ Griffin,ATL,52,24,28,20.6,9.5,2.1,51.1,3.7,39.3,3.2,52.6,0.5,72.2,0.0,100.0,0.4,73.3,58.8
3,Aaron Gordon,DEN,49,35,14,30.3,17.3,2.5,58.3,2.0,35.8,1.8,39.8,8.2,75.0,1.7,50.9,0.9,58.3,63.3
4,Aaron Holiday,ATL,48,25,23,14.9,4.4,1.4,42.9,1.6,43.1,1.0,39.2,0.2,36.4,0.0,0.0,0.0,25.0,50.5
5,Aaron Nesmith,IND,49,21,28,24.2,9.7,2.0,44.7,3.9,35.3,0.9,32.7,0.9,57.6,0.0,0.0,0.3,80.0,50.5
6,Aaron Wiggins,OKC,43,23,20,18.7,6.6,1.4,49.1,2.0,39.2,0.2,33.3,1.6,66.7,0.0,100.0,0.2,40.0,57.9
7,Admiral Schofield,ORL,27,11,16,13.0,4.6,0.9,60.0,2.0,36.0,0.0,0.0,0.9,61.1,0.0,0.0,0.3,66.7,57.6
8,Al Horford,BOS,43,30,13,30.8,9.1,0.7,59.1,6.0,40.2,0.3,41.7,1.5,55.4,0.4,52.9,0.3,42.9,59.7
9,Alec Burks,DET,42,11,31,22.2,13.2,3.3,51.1,3.3,44.7,5.1,42.1,0.2,44.4,0.2,57.1,0.2,42.9,55.3
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,1.1,34.2,3.8,38.5,0.4,27.8,2.5,54.5,0.0,0.0,1.0,65.2,51.9
11,Alex Caruso,CHI,46,19,27,24.3,5.7,0.8,36.7,2.5,41.1,0.2,18.2,0.8,60.0,0.0,0.0,0.2,40.0,54.5
12,Alex Len,SAC,13,8,5,3.5,1.0,0.0,0.0,0.0,0.0,0.2,100.0,0.7,100.0,0.0,0.0,0.5,40.0,50.0
13,Alize Johnson,SAS,4,1,3,7.4,1.8,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,50,10,40,28.3,15.4,3.0,59.4,1.0,35.3,0.4,47.8,5.7,59.0,2.3,57.3,3.2,53.0,58.2
16,Amir Coffey,LAC,38,20,18,14.2,3.9,1.6,39.2,0.8,31.3,0.4,25.0,0.1,50.0,0.0,0.0,0.0,0.0,41.3
17,Andre Drummond,CHI,42,19,23,13.0,6.5,0.2,37.5,0.0,0.0,0.0,100.0,4.5,64.1,0.1,40.0,1.2,57.1,62.8
18,Andre Iguodala,GSW,2,0,2,12.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0
19,Andrew Nembhard,IND,49,22,27,27.4,8.5,2.2,41.4,2.9,35.3,2.2,36.2,0.3,57.1,0.0,0.0,0.2,66.7,50.7
20,Andrew Wiggins,GSW,34,17,17,32.1,16.9,1.6,34.9,7.1,44.1,2.2,33.3,3.3,63.0,0.8,52.2,0.6,56.3,56.0
21,Anfernee Simons,POR,53,26,27,35.8,21.8,5.7,54.1,6.4,40.4,7.5,40.4,0.6,68.2,0.0,0.0,0.4,69.2,56.1
22,Anthony Davis,LAL,32,14,18,33.5,26.6,2.0,51.0,2.3,31.6,2.0,41.6,14.1,71.3,4.0,48.9,3.8,58.1,58.2
23,Anthony Edwards,MIN,58,30,28,36.2,24.7,9.2,53.9,3.5,42.6,7.2,35.1,0.9,74.2,0.4,56.3,0.4,69.2,53.4
24,Anthony Gill,WAS,38,15,23,10.4,3.2,0.4,45.5,0.3,25.0,0.1,14.3,1.6,82.4,0.0,0.0,0.3,75.0,61.9
25,Anthony Lamb,GSW,41,22,19,19.2,7.0,0.8,76.5,3.8,40.5,0.3,35.7,1.0,64.5,0.0,0.0,0.2,57.1,62.7
26,Austin Reaves,LAL,38,17,21,28.2,10.7,3.2,57.4,3.3,38.1,1.8,42.3,0.7,58.8,0.0,0.0,0.3,62.5,58.1
27,Austin Rivers,MIN,43,22,21,21.1,5.5,2.0,56.9,2.5,39.6,0.2,15.8,0.1,50.0,0.0,0.0,0.1,100.0,56.6
28,Ayo Dosunmu,CHI,52,25,27,28.0,9.6,2.9,62.4,2.6,33.1,0.6,41.0,0.8,66.7,0.0,0.0,0.3,85.7,56.4
29,Bam Adebayo,MIA,50,27,23,35.2,21.8,4.4,51.3,2.3,47.5,2.8,43.2,7.7,61.4,1.7,50.7,5.2,58.5,54.6
30,Ben Simmons,BKN,39,23,16,27.1,7.3,1.8,53.3,0.1,40.0,0.2,23.5,3.5,71.0,0.5,47.4,0.8,51.7,56.6
31,Bennedict Mathurin,IND,56,25,31,28.1,17.1,6.1,44.5,2.5,30.6,2.7,34.3,1.9,63.1,0.0,0.0,1.1,69.0,47.9
32,Bismack Biyombo,PHX,44,24,20,14.2,3.8,0.0,0.0,0.1,33.3,0.0,50.0,3.0,59.8,0.3,31.6,0.9,50.0,56.3
33,Blake Griffin,BOS,23,15,8,13.4,4.3,0.1,33.3,1.8,42.4,0.0,0.0,1.7,73.9,0.2,33.3,0.6,66.7,60.0
34,Blake Wesley,SAS,10,2,8,12.3,4.8,1.3,40.0,1.8,50.0,0.6,21.4,0.4,33.3,0.0,0.0,0.3,50.0,51.2
35,Boban Marjanovic,HOU,17,1,16,4.2,2.8,0.0,0.0,0.1,50.0,0.2,33.3,1.6,91.7,1.3,56.3,0.8,100.0,66.7
36,Bobby Portis,MIL,47,30,17,26.8,14.4,1.7,56.9,4.7,40.2,1.7,38.1,4.1,62.4,2.1,52.8,0.9,67.7,55.1
37,Bogdan Bogdanovic,ATL,31,15,16,30.1,14.9,3.8,54.9,6.3,38.2,4.9,41.2,0.3,37.5,0.1,50.0,0.3,50.0,53.1
38,Bojan Bogdanovic,DET,52,14,38,31.7,21.2,5.9,55.7,6.0,47.3,5.4,43.3,0.7,43.3,0.6,36.0,0.8,60.7,57.2
39,Bol Bol,ORL,51,20,31,23.6,10.7,2.6,55.7,1.1,33.9,1.6,38.0,3.1,83.1,0.1,40.0,0.5,83.3,61.5
40,Bones Hyland,LAC,42,28,14,19.5,12.1,3.0,35.8,3.1,37.3,4.2,34.8,0.1,40.0,0.0,0.0,0.1,75.0,50.3
41,Bradley Beal,WAS,32,17,15,32.8,22.2,9.2,58.1,3.5,41.8,6.8,47.4,1.6,62.5,0.1,25.0,1.0,41.9,56.2
42,Brandon Boston Jr.,LAC,19,7,12,11.5,6.4,2.1,35.0,0.8,31.3,1.8,32.6,0.3,28.6,0.1,33.3,0.1,50.0,44.0
43,Brandon Clarke,MEM,48,27,21,19.7,10.4,0.8,50.0,0.9,48.8,0.3,60.0,6.3,71.5,0.1,25.0,2.5,68.4,66.0
44,Brandon Ingram,NOP,21,11,10,32.0,21.6,9.1,53.5,4.0,40.0,8.1,42.6,0.5,55.6,1.1,43.5,1.2,68.8,50.1
45,Braxton Key,DET,3,0,3,3.0,1.3,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
46,Brook Lopez,MIL,54,37,17,30.3,14.2,0.8,60.7,5.8,37.9,0.8,37.3,5.6,67.0,1.9,63.5,1.0,48.8,58.2
47,Bruce Brown,DEN,55,38,17,28.7,11.1,2.8,44.3,3.5,39.6,1.4,40.2,1.5,64.7,0.1,100.0,0.8,70.4,56.2
48,Bruno Fernando,ATL,31,9,22,11.7,4.1,0.1,16.7,0.0,0.0,0.1,50.0,3.1,58.2,0.1,66.7,0.5,41.2,51.6
49,Bryce McGowens,CHA,22,6,16,13.8,3.6,1.0,26.9,1.1,38.1,0.1,9.1,0.3,50.0,0.0,0.0,0.0,0.0,42.6
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,1.0,38.1,1.2,29.4,1.1,37.5,0.1,100.0,0.0,0.0,0.0,0.0,44.6
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,56,25,31,32.3,17.6,2.5,44.2,8.3,43.1,4.4,41.5,0.7,69.6,0.0,0.0,0.2,71.4,59.3
53,CJ McCollum,NOP,50,26,24,35.1,21.3,6.4,49.3,5.0,38.7,8.8,42.5,0.3,53.3,0.0,0.0,0.6,59.1,51.6
54,Cade Cunningham,DET,12,3,9,33.3,19.9,9.8,46.9,2.4,30.3,8.0,41.5,0.8,60.0,0.3,100.0,0.3,66.7,45.3
55,Caleb Houstan,ORL,32,11,21,16.4,4.2,0.1,50.0,2.8,37.3,0.3,60.0,0.6,47.1,0.0,0.0,0.0,0.0,54.4
56,Caleb Martin,MIA,45,24,21,30.7,10.2,1.6,45.6,3.6,36.5,1.9,45.5,1.5,61.2,0.0,0.0,0.5,69.2,54.0
57,Cam Reddish,POR,20,9,11,21.9,8.4,2.8,50.0,2.1,29.8,0.8,30.0,0.8,72.7,0.0,0.0,0.4,50.0,51.1
58,Cam Thomas,BKN,38,24,14,16.3,10.6,4.5,46.9,1.1,53.6,3.6,38.6,0.3,80.0,0.0,0.0,0.4,55.6,51.2
59,Cameron Johnson,BKN,17,13,4,25.3,13.9,1.9,54.5,7.2,45.6,1.9,35.9,1.2,57.1,0.0,0.0,0.6,55.6,60.4
60,Cameron Payne,PHX,28,15,13,24.0,12.1,4.9,43.2,2.8,33.3,4.4,42.0,0.2,75.0,0.0,0.0,0.0,0.0,49.0
61,Caris LeVert,CLE,51,30,21,30.8,12.5,4.9,43.0,3.1,38.7,3.0,31.6,0.6,45.8,0.0,0.0,0.3,35.7,48.5
62,Cedi Osman,CLE,55,34,21,21.3,9.1,1.4,44.3,3.5,35.1,0.9,33.3,0.6,70.8,0.0,0.0,0.4,90.9,55.8
63,Charles Bassey,SAS,24,5,19,13.6,4.7,0.0,0.0,0.4,36.4,0.1,33.3,4.1,78.8,0.3,66.7,0.8,60.0,68.6
64,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0
65,Chimezie Metu,SAC,41,24,17,10.9,5.1,0.2,37.5,0.6,29.0,0.0,16.7,3.3,70.9,0.2,50.0,0.5,53.3,62.6
66,Chris Boucher,TOR,50,24,26,20.8,9.9,0.5,36.8,2.6,33.8,0.4,39.1,4.5,62.2,0.0,0.0,0.3,46.2,54.7
67,Chris Duarte,IND,33,13,20,19.0,7.7,2.1,46.0,1.9,29.2,2.5,32.4,0.2,50.0,0.0,0.0,0.2,20.0,43.4
68,Chris Paul,PHX,36,18,18,31.8,13.7,4.2,51.5,2.1,50.0,7.9,41.8,0.0,0.0,0.1,33.3,0.0,0.0,50.5
69,Chris Silva,DAL,1,1,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0
70,Christian Braun,DEN,51,35,16,14.8,4.1,0.9,47.5,1.0,32.7,0.4,31.8,0.5,60.0,0.0,0.0,0.1,66.7,54.0
71,Christian Koloko,TOR,45,21,24,14.6,3.5,0.0,0.0,0.2,20.0,0.0,0.0,2.8,56.2,0.0,0.0,0.4,33.3,49.2
72,Christian Wood,DAL,44,25,19,28.5,17.8,3.1,58.8,5.3,42.0,0.9,26.2,4.8,66.7,1.7,60.4,1.5,63.2,59.9
73,Chuma Okeke,ORL,18,5,13,21.8,5.4,0.9,38.5,2.8,30.4,0.4,30.0,0.4,75.0,0.1,0.0,0.1,100.0,47.1
74,Clint Capela,ATL,40,22,18,26.8,11.9,0.1,33.3,0.0,0.0,0.0,0.0,10.4,64.4,0.3,33.3,1.5,75.0,62.8
75,Coby White,CHI,46,22,24,21.8,8.5,1.8,49.3,4.3,36.7,1.2,31.9,0.2,75.0,0.0,0.0,0.0,100.0,51.8
76,Cody Martin,CHA,7,2,5,19.1,5.0,1.9,45.5,1.6,40.0,0.3,10.0,0.6,66.7,0.0,0.0,0.0,0.0,43.1
77,Cole Anthony,ORL,38,18,20,25.2,12.2,5.2,53.4,2.3,33.0,3.2,42.3,0.8,68.8,0.0,0.0,0.1,100.0,50.3
78,Cole Swider,LAL,6,1,5,6.7,1.5,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
79,Collin Sexton,UTA,43,22,21,23.9,14.3,6.7,51.9,2.0,40.8,2.6,46.4,1.2,58.1,0.0,0.0,0.2,40.0,56.4
80,Corey Kispert,WAS,46,21,25,27.4,9.5,1.1,48.6,5.3,41.5,0.4,30.4,0.9,62.1,0.0,0.0,0.4,50.0,60.5
81,Cory Joseph,DET,37,9,28,15.7,4.6,1.6,44.9,1.1,32.6,1.5,35.8,0.1,40.0,0.0,0.0,0.1,33.3,45.6
82,D'Angelo Russell,LAL,54,27,27,32.9,17.9,4.3,52.9,4.9,39.8,6.6,43.9,0.5,52.2,0.1,50.0,0.4,62.5,56.7
83,Daishen Nix,HOU,40,11,29,15.5,3.7,1.0,37.1,1.3,26.2,0.9,38.7,0.2,100.0,0.0,0.0,0.1,100.0,43.7
84,Dalano Banton,TOR,24,12,12,9.7,4.8,0.5,17.6,1.4,32.4,0.5,19.2,1.1,76.5,0.0,0.0,0.1,50.0,48.1
85,Dalen Terry,CHI,19,10,9,3.3,0.8,0.4,33.3,0.2,25.0,0.1,50.0,0.1,33.3,0.0,0.0,0.0,0.0,38.2
86,Damian Jones,UTA,22,6,16,8.0,2.5,0.0,0.0,0.1,20.0,0.0,0.0,2.0,61.5,0.1,0.0,0.2,25.0,54.1
87,Damian Lillard,POR,43,22,21,36.2,30.9,10.9,58.1,4.6,37.6,10.0,40.3,0.3,70.0,0.1,33.3,0.3,66.7,56.3
88,Damion Lee,PHX,57,30,27,22.3,9.0,1.8,42.4,5.1,46.9,0.8,30.7,0.3,58.3,0.0,0.0,0.2,83.3,57.0
89,Daniel Gafford,WAS,52,23,29,18.4,8.4,0.6,83.3,0.0,20.0,0.1,100.0,6.1,78.8,0.3,50.0,1.4,71.1,73.8
90,Daniel Theis,IND,4,1,3,14.0,6.0,1.0,100.0,1.3,33.3,0.0,0.0,3.3,62.5,0.0,0.0,1.8,75.0,55.3
91,Danny Green,HOU,3,1,2,14.5,3.0,0.0,0.0,3.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9
92,Danuel House Jr.,PHI,35,22,13,15.4,4.6,0.8,61.1,1.1,27.7,1.2,47.1,0.6,90.0,0.0,0.0,0.2,75.0,57.3
93,Dario Saric,OKC,37,17,20,14.4,5.8,0.9,30.3,2.3,39.0,0.4,30.0,1.7,59.0,0.5,46.7,0.4,66.7,50.3
94,Darius Bazley,PHX,36,16,20,15.4,5.4,1.3,39.4,1.6,41.7,0.1,20.0,1.5,55.0,0.1,0.0,0.6,50.0,50.6
95,Darius Days,HOU,1,0,1,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
96,Darius Garland,CLE,47,25,22,35.3,22.0,8.7,50.2,3.7,46.5,7.7,42.0,0.3,75.0,0.0,100.0,0.4,58.3,54.0
97,David Duke Jr.,BKN,15,7,8,9.1,3.1,1.8,54.2,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,45.7
98,David Roddy,MEM,45,28,17,17.8,6.4,1.5,46.8,2.3,28.5,0.5,43.5,1.0,70.4,0.1,100.0,0.2,30.0,48.7
99,Davion Mitchell,SAC,53,30,23,18.2,5.8,1.8,53.8,1.8,35.2,1.2,34.1,0.4,69.2,0.0,0.0,0.1,33.3,53.5
100,Davis Bertans,DAL,34,17,17,10.6,4.1,0.1,66.7,2.9,36.3,0.5,75.0,0.1,66.7,0.0,0.0,0.1,100.0,59.0
101,Davon Reed,LAL,35,23,12,9.0,2.3,0.4,21.4,1.0,30.8,0.6,32.1,0.1,33.3,0.0,0.0,0.0,0.0,41.3
102,Day'Ron Sharpe,BKN,30,16,14,10.3,3.8,0.1,25.0,0.5,71.4,0.0,0.0,2.4,52.6,0.1,12.5,0.7,66.7,53.8
103,De'Aaron Fox,SAC,49,30,19,33.7,24.2,11.4,57.5,2.6,37.1,8.1,41.0,0.7,83.3,0.1,100.0,0.3,70.0,54.6
104,De'Andre Hunter,ATL,46,26,20,32.0,15.5,3.8,41.7,4.8,37.1,4.0,48.4,0.9,54.8,0.5,66.7,0.8,55.2,51.7
105,De'Anthony Melton,PHI,50,32,18,29.0,11.0,1.8,44.1,5.4,41.9,2.0,37.8,0.6,59.1,0.0,0.0,0.3,77.8,55.4
106,DeAndre Jordan,DEN,33,20,13,14.7,4.8,0.1,100.0,0.1,100.0,0.0,0.0,4.2,79.7,0.1,66.7,0.2,37.5,76.6
107,DeMar DeRozan,CHI,50,24,26,36.2,25.7,9.9,58.6,2.1,36.8,10.1,47.4,0.4,45.0,2.1,63.6,1.0,44.4,52.2
108,Dean Wade,CLE,27,19,8,23.0,6.0,0.8,29.4,3.9,41.2,0.1,16.7,0.6,100.0,0.0,0.0,0.1,100.0,61.8
109,Deandre Ayton,PHX,48,22,26,30.0,18.5,0.2,25.0,3.2,42.4,1.1,43.9,11.5,63.8,3.3,52.6,4.4,58.3,59.3
110,Dejounte Murray,ATL,51,26,25,36.6,21.1,6.6,46.2,4.5,36.8,8.7,46.0,0.9,57.6,0.1,33.3,0.2,31.3,52.2
111,Delon Wright,WAS,25,16,9,22.0,5.8,2.2,43.8,0.8,18.4,1.6,43.2,0.4,66.7,0.0,0.0,0.2,100.0,47.7
112,Deni Avdija,WAS,52,24,28,26.4,9.1,2.7,53.1,2.6,31.5,0.3,15.2,1.6,46.4,0.0,100.0,0.4,55.6,49.4
113,Dennis Schroder,LAL,43,21,22,30.2,12.1,4.8,45.5,3.3,36.1,2.6,43.8,0.1,50.0,0.0,0.0,0.1,50.0,48.0
114,Dennis Smith Jr.,CHA,34,9,25,24.9,8.1,3.9,49.6,1.1,24.0,1.0,24.3,0.9,65.0,0.1,100.0,0.3,66.7,44.2
115,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,50.0
117,Derrick Jones Jr.,CHI,43,17,26,15.4,5.3,0.4,66.7,1.3,34.6,0.0,50.0,2.2,59.1,0.0,100.0,0.6,55.6,55.8
118,Derrick Rose,NYK,26,11,15,12.9,5.8,2.4,43.8,1.0,24.3,2.2,42.9,0.4,55.6,0.0,0.0,0.2,40.0,45.5
119,Derrick White,BOS,55,39,16,27.1,10.9,2.9,52.0,4.1,37.9,1.6,45.0,0.7,57.1,0.0,0.0,0.3,45.5,55.0
120,Desmond Bane,MEM,32,20,12,31.1,21.6,5.2,44.8,5.0,42.9,6.3,44.0,0.9,57.1,0.0,0.0,0.9,63.2,56.1
121,Devin Booker,PHX,30,19,11,34.2,26.8,8.6,51.9,3.3,43.0,11.4,43.4,1.3,63.0,1.0,73.3,0.5,53.8,53.2
122,Devin Vassell,SAS,29,8,21,31.3,19.4,3.9,40.4,7.8,45.9,5.7,39.7,0.6,58.3,0.0,0.0,0.8,64.3,53.3
123,Devon Dotson,WAS,6,1,5,8.9,0.5,0.0,0.0,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
124,Devonte' Graham,SAS,53,27,26,15.3,5.3,0.5,30.4,2.5,34.6,1.5,39.5,0.0,100.0,0.0,0.0,0.1,100.0,51.1
